2;arms_factory;813.08;10.60;244.59;4.76;0
2;arms_factory;814.72;10.30;252.72;4.76;0
2;arms_factory;810.56;10.20;249.48;4.76;0
2;arms_factory;809.10;10.30;245.48;4.76;0
2;industrial_complex;816.17;10.30;248.66;4.76;0
2;industrial_complex;812.67;10.30;251.40;4.76;0
2;industrial_complex;825.09;11.50;254.42;4.76;0
2;air_base;814.58;12.20;240.95;4.76;0
2;supply_node;823.15;12.10;242.48;5.86;0
2;naval_base;801.00;9.50;264.00;-1.21;3491
2;naval_base;807.00;9.50;252.00;-1.33;3491
2;naval_base;806.00;11.03;242.00;-2.11;3491
2;naval_base;799.00;11.53;237.00;-2.03;3654
2;bunker;811.52;11.60;260.56;0.78;0
2;bunker;838.80;14.20;237.61;-1.52;0
2;bunker;824.48;12.20;241.34;4.76;0
2;bunker;810.00;13.35;235.00;4.76;0
2;bunker;833.98;17.30;231.54;4.76;0
2;bunker;842.00;13.45;253.00;0.28;0
2;bunker;816.90;11.30;243.69;4.76;0
2;bunker;826.06;14.20;266.61;0.48;0
2;bunker;803.19;12.10;236.22;4.76;0
2;bunker;811.39;14.40;266.28;0.68;0
2;bunker;852.46;14.80;247.53;4.76;0
2;bunker;836.00;12.77;247.00;4.76;0
2;bunker;819.94;11.20;254.53;4.76;0
2;bunker;821.00;14.98;231.00;4.76;0
2;bunker;829.69;12.40;258.51;4.76;0
2;coastal_bunker;801.90;11.20;265.35;-0.81;0
2;coastal_bunker;806.10;10.40;256.61;-1.33;0
2;coastal_bunker;807.68;10.20;244.65;-2.11;0
2;coastal_bunker;802.01;11.20;239.50;-2.63;0
2;dockyard;805.72;10.80;261.01;-1.21;0
2;anti_air_building;813.85;10.70;256.59;1.78;0
2;anti_air_building;811.04;9.90;247.25;2.18;0
2;anti_air_building;807.91;11.80;262.44;1.38;0
2;synthetic_refinery;818.32;10.30;249.17;4.76;0
2;fuel_silo;814.43;10.80;255.05;4.76;0
2;radar_station;810.29;11.30;242.78;5.86;0
2;rocket_site;806.47;12.00;237.49;4.36;0
2;nuclear_reactor;827.96;11.90;249.85;4.76;0
3;arms_factory;794.57;14.90;224.85;2.14;0
3;arms_factory;793.20;13.40;206.73;1.14;0
3;arms_factory;787.78;12.40;205.10;1.14;0
3;arms_factory;790.93;16.80;212.09;1.14;0
3;arms_factory;782.68;13.10;207.94;1.14;0
3;arms_factory;784.79;15.20;212.99;1.14;0
3;industrial_complex;785.16;15.10;206.67;1.14;0
3;industrial_complex;782.00;12.40;206.00;1.14;0
3;industrial_complex;790.46;14.60;222.74;1.14;0
3;industrial_complex;792.57;20.20;215.53;1.14;0
3;industrial_complex;788.82;14.60;208.18;1.14;0
3;industrial_complex;787.58;16.10;217.38;1.14;0
3;air_base;787.11;15.30;209.67;5.84;0
3;supply_node;800.00;15.98;224.00;3.62;0
3;supply_node;792.00;14.62;224.00;3.62;0
3;supply_node;791.12;13.60;208.00;3.62;0
3;supply_node;784.00;14.82;215.00;3.62;0
3;naval_base;780.00;11.30;211.00;-0.79;3550
3;naval_base;786.00;10.78;223.00;-2.68;3654
3;naval_base;781.00;9.50;202.00;-0.46;3658
3;bunker;784.33;13.20;207.46;5.84;0
3;bunker;803.00;16.98;226.00;1.14;0
3;bunker;792.96;15.60;221.30;0.84;0
3;bunker;783.00;13.90;215.00;1.14;0
3;coastal_bunker;780.27;12.50;211.14;-1.99;0
3;coastal_bunker;788.78;11.80;226.45;-2.68;0
3;coastal_bunker;781.57;10.90;202.85;-0.46;0
3;dockyard;779.18;10.60;205.22;-1.09;0
3;anti_air_building;782.00;11.90;206.00;2.14;0
3;anti_air_building;796.08;14.70;224.62;0.64;0
3;anti_air_building;786.77;16.00;215.81;1.14;0
3;synthetic_refinery;794.50;11.50;230.44;1.14;0
3;fuel_silo;792.07;12.40;228.53;1.14;0
3;radar_station;791.26;20.50;215.62;3.62;0
3;rocket_site;787.16;14.90;220.15;1.14;0
3;nuclear_reactor;799.50;15.70;227.27;1.14;0
2;arms_factory;814.32;11.40;259.19;4.76;0
2;industrial_complex;808.56;11.50;259.26;4.76;0
2;industrial_complex;812.70;10.80;254.18;4.76;0
2;industrial_complex;809.69;11.50;251.28;4.76;0
2;arms_factory;812.12;11.90;256.94;4.76;0
10;arms_factory;808.00;14.98;212.00;1.66;0
10;arms_factory;808.00;14.98;212.00;1.66;0
10;arms_factory;808.00;14.98;212.00;1.66;0
10;arms_factory;808.00;14.98;212.00;1.66;0
10;arms_factory;808.00;14.98;212.00;1.66;0
10;arms_factory;808.00;14.98;212.00;1.66;0
10;industrial_complex;808.00;14.98;212.00;1.66;0
10;industrial_complex;808.00;14.98;212.00;1.66;0
10;industrial_complex;808.00;14.98;212.00;1.66;0
10;industrial_complex;808.00;14.98;212.00;1.66;0
10;industrial_complex;808.00;14.98;212.00;1.66;0
10;industrial_complex;808.00;14.98;212.00;1.66;0
10;air_base;849.72;23.50;268.15;1.66;0
10;supply_node;863.00;17.25;241.00;3.16;0
10;supply_node;879.00;16.90;239.00;3.16;0
10;supply_node;893.00;21.23;235.00;3.16;0
10;supply_node;908.00;16.60;232.00;3.16;0
10;supply_node;920.00;17.02;230.00;3.16;0
10;supply_node;930.00;18.15;234.00;3.16;0
10;supply_node;938.00;17.90;241.00;3.16;0
10;supply_node;943.00;17.45;228.00;3.16;0
10;supply_node;956.00;18.40;232.00;3.16;0
10;supply_node;974.00;16.38;233.00;3.16;0
10;supply_node;930.00;12.93;218.00;3.16;0
10;supply_node;910.00;14.88;217.00;3.16;0
10;supply_node;893.00;14.45;220.00;3.16;0
10;supply_node;878.00;16.02;224.00;3.16;0
10;supply_node;868.00;14.25;220.00;3.16;0
10;supply_node;857.00;17.00;229.00;3.16;0
10;supply_node;853.00;12.07;217.00;3.16;0
10;supply_node;842.00;16.12;224.00;3.16;0
10;supply_node;829.00;14.95;218.00;3.16;0
10;supply_node;816.00;14.18;216.00;3.16;0
10;supply_node;803.00;15.10;212.00;3.16;0
10;supply_node;984.00;14.82;252.00;3.16;0
10;supply_node;974.00;16.25;251.00;3.16;0
10;supply_node;963.00;16.18;253.00;3.16;0
10;supply_node;956.00;16.83;260.00;3.16;0
10;supply_node;943.00;19.33;255.00;3.16;0
10;supply_node;928.00;19.93;254.00;3.16;0
10;supply_node;915.00;16.05;263.00;3.16;0
10;supply_node;901.00;19.18;260.00;3.16;0
10;supply_node;887.00;18.55;254.00;3.16;0
10;supply_node;893.00;18.02;267.00;3.16;0
10;supply_node;870.00;18.23;266.00;3.16;0
10;supply_node;871.00;18.35;256.00;3.16;0
10;supply_node;852.00;16.85;261.00;3.16;0
10;supply_node;849.00;18.77;272.00;3.16;0
10;supply_node;838.00;13.78;264.00;3.16;0
10;supply_node;833.00;19.27;275.00;3.16;0
10;supply_node;816.00;17.77;276.00;3.16;0
10;supply_node;801.00;18.20;277.00;3.16;0
10;supply_node;908.00;17.30;250.00;3.16;0
10;naval_base;879.00;10.45;213.00;0.18;3566
10;naval_base;825.00;9.70;212.00;0.54;3501
10;naval_base;818.00;12.20;210.00;0.17;3458
10;naval_base;934.00;9.73;213.00;0.64;3641
10;naval_base;864.00;10.40;214.00;0.32;3566
10;naval_base;904.00;11.18;213.00;-0.67;3481
10;naval_base;853.00;10.38;215.00;0.93;3566
10;naval_base;804.00;10.30;206.00;0.17;3458
10;naval_base;900.00;10.98;213.00;0.28;3481
10;naval_base;843.00;10.55;215.00;0.00;3501
10;bunker;808.00;14.98;212.00;1.66;0
10;bunker;945.00;16.93;258.00;1.66;0
10;bunker;910.00;17.20;234.00;1.66;0
10;bunker;935.00;17.48;221.00;1.66;0
10;bunker;873.00;20.93;234.00;1.66;0
10;bunker;946.00;16.60;227.00;1.66;0
10;bunker;839.00;13.35;218.00;1.66;0
10;bunker;932.00;17.98;233.00;1.66;0
10;bunker;908.00;13.70;213.00;1.66;0
10;bunker;814.00;14.55;215.00;1.66;0
10;bunker;819.00;16.27;275.00;1.66;0
10;bunker;920.00;16.52;262.00;1.66;0
10;bunker;930.00;18.83;253.00;1.66;0
10;bunker;895.00;15.90;275.00;1.66;0
10;bunker;964.00;15.93;256.00;1.66;0
10;bunker;873.00;17.70;256.00;1.66;0
10;bunker;886.00;14.78;217.00;1.66;0
10;bunker;885.00;18.15;257.00;1.66;0
10;bunker;860.00;15.05;222.00;1.66;0
10;bunker;870.00;17.60;224.00;1.66;0
10;bunker;889.00;20.93;235.00;1.66;0
10;bunker;825.00;15.35;220.00;1.66;0
10;bunker;930.00;18.90;241.00;1.66;0
10;bunker;830.00;21.33;275.00;1.66;0
10;bunker;849.00;15.68;259.00;1.66;0
10;bunker;926.00;17.75;229.00;1.66;0
10;bunker;870.00;15.78;239.00;1.66;0
10;bunker;851.00;23.02;270.00;1.66;0
10;bunker;976.00;15.82;248.00;1.66;0
10;bunker;901.00;16.35;265.00;1.66;0
10;bunker;954.00;20.08;265.00;1.66;0
10;bunker;851.00;13.00;219.00;1.66;0
10;bunker;873.00;16.00;239.00;1.66;0
10;bunker;839.00;15.25;267.00;1.66;0
10;bunker;809.00;17.52;279.00;1.66;0
10;bunker;952.00;15.57;226.00;1.66;0
10;bunker;970.00;17.02;234.00;1.66;0
10;bunker;905.00;18.62;252.00;1.66;0
10;bunker;869.00;17.20;269.00;1.66;0
10;bunker;983.00;14.38;248.00;1.66;0
10;coastal_bunker;879.00;10.45;213.00;0.18;0
10;coastal_bunker;825.00;9.70;212.00;0.54;0
10;coastal_bunker;818.00;12.20;210.00;0.17;0
10;coastal_bunker;934.00;9.73;213.00;0.64;0
10;coastal_bunker;864.00;10.40;214.00;0.32;0
10;coastal_bunker;904.00;11.18;213.00;-0.67;0
10;coastal_bunker;853.00;10.38;215.00;0.93;0
10;coastal_bunker;804.00;10.30;206.00;0.17;0
10;coastal_bunker;900.00;10.98;213.00;0.28;0
10;coastal_bunker;843.00;10.55;215.00;0.00;0
10;dockyard;883.81;12.40;212.01;0.18;0
10;anti_air_building;808.00;14.98;212.00;1.66;0
10;anti_air_building;808.00;14.98;212.00;1.66;0
10;anti_air_building;808.00;14.98;212.00;1.66;0
10;synthetic_refinery;808.00;14.98;212.00;1.66;0
10;fuel_silo;808.00;14.98;212.00;1.66;0
10;radar_station;891.00;18.43;244.00;3.16;0
10;rocket_site;896.17;16.50;217.82;1.66;0
10;nuclear_reactor;911.01;21.20;251.68;1.66;0
5;arms_factory;914.00;16.48;244.00;0.55;0
5;arms_factory;914.00;16.48;244.00;0.55;0
5;arms_factory;914.00;16.48;244.00;0.55;0
5;arms_factory;914.00;16.48;244.00;0.55;0
5;arms_factory;914.00;16.48;244.00;0.55;0
5;arms_factory;923.09;16.80;249.69;0.55;0
5;industrial_complex;914.00;16.48;244.00;0.55;0
5;industrial_complex;914.00;16.48;244.00;0.55;0
5;industrial_complex;914.00;16.48;244.00;0.55;0
5;industrial_complex;914.00;16.48;244.00;0.55;0
5;industrial_complex;914.00;16.48;244.00;0.55;0
5;industrial_complex;914.00;16.48;244.00;0.55;0
5;air_base;917.37;17.30;254.82;0.15;0
5;supply_node;855.00;18.52;252.00;1.75;0
5;supply_node;869.00;16.27;248.00;1.75;0
5;supply_node;884.00;16.33;247.00;1.75;0
5;supply_node;895.00;15.85;247.00;1.75;0
5;supply_node;906.00;17.00;243.00;1.75;0
5;supply_node;905.00;16.25;256.00;1.75;0
5;supply_node;920.85;17.30;252.08;1.75;0
5;supply_node;918.00;16.60;245.00;1.75;0
5;supply_node;931.00;17.15;246.00;1.75;0
5;supply_node;949.00;15.50;245.00;1.75;0
5;supply_node;966.00;16.30;243.00;1.75;0
5;supply_node;980.00;14.48;241.00;1.75;0
5;bunker;919.32;16.80;246.49;0.55;0
5;bunker;894.00;15.30;249.00;0.55;0
5;bunker;909.00;17.80;258.00;0.55;0
5;bunker;909.12;15.90;244.72;0.55;0
5;bunker;935.69;18.10;247.52;0.55;0
5;bunker;951.41;15.30;246.45;2.05;0
5;bunker;971.40;15.60;242.60;2.05;0
5;bunker;880.86;16.50;249.18;5.45;0
5;bunker;852.35;16.70;252.54;0.35;0
5;bunker;870.92;16.90;249.47;0.05;0
5;bunker;982.18;13.70;241.21;2.45;0
5;bunker;922.51;17.10;251.44;0.55;0
5;anti_air_building;901.84;16.90;255.67;0.55;0
5;anti_air_building;864.86;15.90;249.10;1.75;0
5;anti_air_building;959.09;17.10;243.01;-1.35;0
5;synthetic_refinery;898.02;15.90;252.18;0.55;0
5;fuel_silo;900.08;16.60;253.71;0.55;0
5;rocket_site;896.30;17.90;244.38;0.55;0
5;nuclear_reactor;927.97;15.80;247.27;0.55;0
7;arms_factory;982.27;10.90;210.55;5.87;0
7;arms_factory;971.76;10.90;210.61;5.87;0
7;arms_factory;975.79;11.60;216.37;5.87;0
7;arms_factory;980.71;11.20;214.21;5.87;0
7;arms_factory;983.50;12.10;221.54;5.87;0
7;industrial_complex;974.17;11.00;212.05;5.87;0
7;industrial_complex;978.95;10.90;212.34;5.87;0
7;industrial_complex;987.25;10.50;207.94;5.87;0
7;industrial_complex;969.00;11.50;209.46;5.87;0
7;industrial_complex;987.20;13.10;221.58;5.87;0
7;industrial_complex;980.93;13.00;222.59;5.87;0
7;arms_factory;982.39;11.80;216.83;5.87;0
7;air_base;965.82;11.80;211.04;5.87;0
7;supply_node;985.00;13.05;226.00;0.99;0
7;supply_node;970.00;14.35;222.00;0.99;0
7;supply_node;952.00;15.43;216.00;0.99;0
7;supply_node;963.73;12.50;214.94;0.99;0
7;supply_node;977.75;11.10;214.67;0.99;0
7;supply_node;994.22;10.90;208.29;0.99;0
7;supply_node;989.00;11.60;216.00;0.99;0
7;supply_node;1000.00;10.10;205.00;0.99;0
7;supply_node;1013.00;12.10;204.00;0.99;0
7;supply_node;1002.00;13.07;215.00;0.99;0
7;naval_base;963.00;10.10;208.00;0.00;3450
7;naval_base;1013.00;9.55;201.00;0.24;3631
7;naval_base;946.00;10.90;211.00;-0.59;3641
7;naval_base;974.00;9.50;206.00;-0.46;3450
7;naval_base;990.05;9.50;203.41;-0.02;3508
7;naval_base;1001.15;9.50;202.19;-0.08;3508
7;bunker;974.63;11.20;213.69;5.87;0
7;bunker;990.00;10.40;213.00;5.87;0
7;bunker;1002.00;10.98;208.00;-1.21;0
7;bunker;1008.00;12.67;212.00;0.49;0
7;bunker;1015.70;13.90;204.72;3.57;0
7;bunker;958.00;14.88;220.00;1.59;0
7;bunker;961.65;11.40;210.66;0.19;0
7;bunker;990.24;10.30;208.23;1.39;0
7;bunker;974.46;14.20;225.04;1.69;0
7;bunker;987.24;12.80;230.68;3.99;0
7;coastal_bunker;958.32;11.10;209.68;-0.10;0
7;coastal_bunker;1018.06;10.40;200.41;-0.16;0
7;coastal_bunker;949.77;11.90;210.28;-0.09;0
7;coastal_bunker;978.41;9.80;205.09;-0.06;0
7;coastal_bunker;994.00;9.85;203.00;-0.02;0
7;coastal_bunker;998.25;10.10;203.89;-0.18;0
7;dockyard;981.16;9.60;204.76;-0.30;0
7;anti_air_building;984.99;10.00;207.37;3.27;0
7;anti_air_building;965.60;11.00;208.31;3.29;0
7;anti_air_building;980.74;11.60;219.39;5.87;0
7;synthetic_refinery;983.85;11.10;212.79;5.87;0
7;fuel_silo;985.65;10.50;209.88;5.87;0
7;radar_station;997.87;12.60;211.61;0.99;0
7;rocket_site;987.53;10.20;205.69;-2.11;0
7;nuclear_reactor;970.84;12.10;216.40;5.87;0
4;arms_factory;803.78;14.90;286.54;3.81;0
4;arms_factory;795.06;13.20;296.64;3.81;0
4;arms_factory;798.51;15.20;285.50;3.81;0
4;arms_factory;788.33;13.60;292.66;3.81;0
4;arms_factory;794.51;13.80;290.40;3.81;0
4;arms_factory;785.40;13.70;278.94;3.81;0
4;industrial_complex;792.12;13.60;291.57;3.81;0
4;industrial_complex;789.83;14.40;290.83;3.81;0
